0.000995946,0.012915158,0.00084765,0.001047266,0.001894855,0.007928789
0.001595771,0.00594064,0.005589032,0.00530076,0.007489324,0.012415385
0.004637527,0.000793278,0.000644195,0.000642681,0.001796937,0.005536425
0.001845062,0.010717046,0.000598383,0.000399029,0.002493465,0.008876228
0.002144265,0.010670662,0.010724354,0.010575831,0.014708781,0.024385369
0.007781065,0.000696933,0.000644183,0.000496829,0.002693701,0.010073078
0.006333065,0.009865594,0.000649917,0.000789726,0.011218655,0.025929248
0.007978654,0.048866224,0.052107382,0.04692502,0.067020798,0.115042305
0.041688144,0.000939584,0.000647891,0.000592065,0.011722302,0.046078277
0.013063622,0.009123135,0.000743401,0.000695312,0.026173997,0.043232977
0.014761865,0.094969201,0.095299757,0.094697762,0.134332657,0.22609539
0.086818492,0.001638258,0.000642049,0.000689828,0.022842145,0.103474689
0.028375638,0.008873761,0.000838006,0.000745344,0.072557318,0.083626485
0.030368638,0.190942907,0.199216473,0.192582965,0.275656235,0.46031884
0.190540373,0.000943899,0.00044533,0.000691676,0.048123896,0.225345886
0.071111226,0.011899602,0.000789821,0.000935113,0.342403901,0.24130466
0.086320508,0.456829941,0.480111802,0.482358027,0.673102117,1.146583319
0.530881548,0.001089954,0.00088799,0.000795114,0.092450368,0.625628245
0.157676768,0.009561694,0.001189661,0.000941026,1.30356071,0.710348749
0.190591979,0.81626972,0.849531984,0.841987348,1.33592031,2.194980729
1.063405836,0.001358032,0.000593865,0.000846231,0.20659833,1.231954968
